d.kode_rs,d.nama_rs,d.nama_prop,d.kelas,d.pemilik,d.akreditasi
5107015,RS Umum Daerah Karangasem,BALI,C,Pemkab,Tingkat Utama
5106025,RS Jiwa Provinsi Bali,BALI,A,Pemprop,Tingkat Paripurna
5106014,RS Umum Daerah Kabupaten Bangli,BALI,B,Pemkab,Tingkat Paripurna
5105013,RS Umum Daerah Klungkung,BALI,B,Pemkab,Tingkat Paripurna
5104012,RS Umum Daerah Sanjiwani Gianyar,BALI,B,Pemkab,Tingkat Paripurna
5103021,RS Khusus Bedah BIMC,BALI,C,SWASTA/ LAINNYA,Tingkat Paripurna
5102021,RS Umum Dharma Kerti,BALI,C,Organisasi Hindu,Lulus Perdana
5102010,RS Umum Daerah Tabanan,BALI,B,Pemkab,Tingkat Paripurna
5101053,RS Umum Kertayasa,BALI,D,SWASTA/ LAINNYA,Tingkat Utama
5101016,RS Umum Daerah Negara,BALI,C,Pemkab,Tingkat Madya
3672034,RS Kurnia,BANTEN,C,SWASTA/ LAINNYA,Tingkat Utama
3672022,RS Umum Daerah Kota Cilegon,BANTEN,B,Pemkot,Tingkat Paripurna
3672011,RS Krakatau Medika,BANTEN,B,BUMN,Tingkat Paripurna
3671146,RS Umum Bhakti Asih,BANTEN,C,SWASTA/ LAINNYA,Tingkat Paripurna
3671135,RS Mulya,BANTEN,C,SWASTA/ LAINNYA,Tingkat Dasar
3671124, RS Melati,BANTEN,C,SWASTA/ LAINNYA,Tingkat Paripurna
3674102,RS Premier Bintaro,BANTEN,B,SWASTA/ LAINNYA,Tingkat Paripurna
3671080, RS  Mayapada,BANTEN,B,SWASTA/ LAINNYA,Tingkat Paripurna
3671076,RS An-Nisa ,BANTEN,C,SWASTA/ LAINNYA,Tingkat Paripurna
3671065,RS EMC Tangerang,BANTEN,B,SWASTA/ LAINNYA,Tingkat Paripurna
3671054, RS Siloam Hospitals Lippo Village,BANTEN,B,SWASTA/ LAINNYA,Tingkat Paripurna
3671043,RS Sari Asih Karawaci,BANTEN,B,SWASTA/ LAINNYA,Tingkat Utama
3671032,RS Kusta Dr. Sitanala,BANTEN,A,Kemkes ,Tingkat Paripurna
3671021,RS Daan Mogot,BANTEN,C,TNI AD,Tingkat Paripurna
3603010,RS Umum Daerah Kabupaten Tangerang,BANTEN,B,Pemkab,Tingkat Paripurna
3604035,RS Budiasih,BANTEN,C,SWASTA/ LAINNYA,Lulus Perdana
3604024,RS Tk.IV Kencana Serang,BANTEN,C,TNI AD,Tingkat Utama
3604013,RS Umum Daerah dr. Drajat Prawiranegara ,BANTEN,B,Pemkab,Tingkat Paripurna
3671126, RS Umum Aminah ,BANTEN,C,SWASTA/ LAINNYA,Tingkat Paripurna
3603115,RS Omni,BANTEN,B,SWASTA/ LAINNYA,Tingkat Paripurna
3603104,RS Ibu dan Anak Selaras,BANTEN,C,SWASTA/ LAINNYA,Lulus Perdana
3603093,RS Ibu dan Anak Putra Dalima,BANTEN,C,SWASTA/ LAINNYA,Lulus Perdana
3603082,RS Ichsan Medical Center,BANTEN,C,SWASTA/ LAINNYA,Tingkat Madya
3603060,RS Bhineka Bakti Husada,BANTEN,C,SWASTA/ LAINNYA,Lulus Perdana
3674056,RS Islam Asshobirin,BANTEN,C,Organisasi Sosial,Tingkat Dasar
3603023,RS  Q a d r,BANTEN,C,Organisasi Sosial,Tingkat Utama
3602022,RS Misi Lebak,BANTEN,D,Organisasi Katholik,Tingkat Dasar
3602011,RS Umum Daerah Dr. Adjidarmo,BANTEN,B,Pemkab,Tingkat Utama
3578764,RS Bhayangkara TK II HS. Samsoeri Mertojoso,JAWA TIMUR,B,POLRI,Tingkat Paripurna
3578753,RS Onkologi,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3578742,RS Islam Darus Syifa,JAWA TIMUR,C,Organisasi Sosial,Tingkat Paripurna
3578625,RS Gigi dan Mulut FKG Universitas Airlangga,JAWA TIMUR,B,BUMN,Tingkat Paripurna
3578614,RS Bhakti Rahayu,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3578603,RS Gotong Royong,JAWA TIMUR,D,Organisasi Sosial,Tingkat Paripurna
3578593,RS Ibu dan Anak Pura Raharja,JAWA TIMUR,C,Organisasi Sosial,Tingkat Madya
3578582,RS Umum  Mitra Keluarga Surabaya,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3578571,RS Umum Daerah dr. Mohamad Soewandhie,JAWA TIMUR,B,Pemkot,Tingkat Paripurna
3578560,RS Husada Utama Surabaya,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Utama
3578556,RS Premier Surabaya,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3578523,RS Umum Haji Surabaya,JAWA TIMUR,B,Pemprop,Tingkat Paripurna
3578476,RS Umum Al-Irsyad Surabaya,JAWA TIMUR,C,Organisasi Sosial,Tingkat Paripurna
3578443,RS Umum Siloam Hospitals Surabaya,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3578202,RS Mata Undaan,JAWA TIMUR,B,Organisasi Sosial,Tingkat Madya
3578192,RS Jiwa Menur,JAWA TIMUR,A,Pemprop,Tingkat Paripurna
3578166,RS Soemitro Lanud Moeljono Surabaya,JAWA TIMUR,D,TNI AU,Tingkat Madya
3578144,RS Marinir Ewa Pangalila Gunungsari,JAWA TIMUR,C,TNI AL,Tingkat Dasar
3578122,RS Umum Tk. III Brawijaya,JAWA TIMUR,C,TNI AD,Tingkat Paripurna
3578111,RS Islam Surabaya,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3578100,RS Umum Adi Husada Kapasari,JAWA TIMUR,C,Organisasi Sosial,Tingkat Paripurna
3578090,RS TNI AL Dr. Oepomo,JAWA TIMUR,D,TNI AL,Lulus Perdana
3578086,RS Primasatya Husada Citra (PHC) Surabaya,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3578064,RS Adi Husada Undaan,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3578053,RS Darmo,JAWA TIMUR,C,Organisasi Sosial,Tingkat Paripurna
3578042,RS Umum Katholik Surabaya,JAWA TIMUR,B,Organisasi Katholik,Tingkat Paripurna
3578031,RS William Booth Surabaya,JAWA TIMUR,C,Organisasi Protestan,Tingkat Paripurna
3578020,RS dr. Ramelan,JAWA TIMUR,A,TNI AL,Tingkat Paripurna
3578016,RS Umum Daerah Dr. Soetomo,JAWA TIMUR,A,Pemprop,Tingkat Paripurna
3577085,RS Umum Daerah Kota Madiun,JAWA TIMUR,C,Pemkot,Tingkat Paripurna
3577074,RS Umum Islam Siti Aisyah,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3520041,RS Angkatan Udara dr. Efram Harsana,JAWA TIMUR,C,TNI AU,Tingkat Paripurna
3577030,RS Umum TNI AD Tk. IV 05.04.01 Kota Madiun,JAWA TIMUR,D,TNI AD,Tingkat Paripurna
3577026,RS Umum Santa Clara,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3577015,RS Umum Daerah Dr. Soedono Madiun,JAWA TIMUR,B,Pemprop,Tingkat Paripurna
3516073,RS Umum Daerah Raden Achmad Basoeni,JAWA TIMUR,C,Pemkab,Tingkat Madya
3516062,RS Islam Sakinah,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3576051,RS Islam Hasanah Muhammadiyah ,JAWA TIMUR,C,Organisasi Islam ,Tingkat Utama
3576040,RS Reksa Waluya,JAWA TIMUR,C,Organisasi Sosial,Tingkat Dasar
3576036,RS Gatoel,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3576014,RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto,JAWA TIMUR,B,Pemkot,Tingkat Paripurna
3575013,RS Umum Daerah Dr. R. Soedarsono Kota Pasuruan,JAWA TIMUR,C,Pemkot,Tingkat Paripurna
3513067, RS Umum Daerah Tongas ,JAWA TIMUR,D,Pemkab,Tingkat Utama
3574023,RS Umum Dharma Husada,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3574012,RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo,JAWA TIMUR,C,Pemkot,Tingkat Utama
3507241, RS Umum Islam Madinah Kasembon,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Paripurna
3507230,RS Sumber Sentosa,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3573226,RS Islam Malang,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3573215,RSU Islam Aisyiyah Malang,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3507204,RS Umum Islam Gondang Legi,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3573135,RS Ibu dan Anak Muhammadiyah Malang,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3507102,RS Angkatan Udara dr. Mohammad Moenir,JAWA TIMUR,D,TNI AU,Tingkat Paripurna
3507070, RS Marsudi Waluyo,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Paripurna
3573066,RS Umum Lavalette Malang,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3573055,RS Umum Panti Waluya Sawahan Malang,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3573044,RS Umum Panti Nirmala,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3573022,RS Tk. II Dr. Soepraoen,JAWA TIMUR,B,TNI AD,Tingkat Paripurna
3573011,RS Umum Daerah Dr. Saiful Anwar,JAWA TIMUR,A,Pemprop,Tingkat Paripurna
3505054,RS Umum An-Nisaa,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3572043,RS Umum Syuhada Haji,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3572021,RS Katolik Budi Rahayu,JAWA TIMUR,C,Organisasi Sosial,Tingkat Paripurna
3572010,RS Umum Daerah Mardi Waluyo,JAWA TIMUR,B,Pemkot,Tingkat Paripurna
3571122,RS Muhammadiyah Ahmad Dahlan,JAWA TIMUR,C,Organisasi Islam ,Tingkat Paripurna
3571111,RS Ibu dan Anak Nirmala Kediri,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3571053,RS Umum Daha Husada,JAWA TIMUR,D,Pemprop,Tingkat Madya
3571042,RS Baptis Kediri,JAWA TIMUR,B,Organisasi Protestan,Tingkat Paripurna
3571031,RS Umum Bhayangkara Kediri,JAWA TIMUR,B,POLRI,Tingkat Paripurna
3571020,RS TK. IV 05.07.02 Kediri,JAWA TIMUR,C,TNI AD,Tingkat Utama
3571016,RS Umum Daerah Gambiran,JAWA TIMUR,B,Pemkot,Tingkat Paripurna
3529025,RS Islam Garam Kalianget,JAWA TIMUR,D,Organisasi Islam ,Tingkat Paripurna
3529014,RS Umum Daerah dr. H. Moh. Anwar ,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3528024,RS Umum Larasati Pamekasan,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3528013,RS Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3527012,RS Umum Daerah Kab. Sampang,JAWA TIMUR,C,Pemkab,Tingkat Utama
3526011,RS Umum Daerah Syarifah Ambami Rato Ebu,JAWA TIMUR,B,Pemkab,Tingkat Utama
1101015,RS Umum Daerah Simeulue,ACEH,C,Pemkab,Lulus Perdana
3525076,RS Petrokimia Gresik,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3525043,RS Ibu dan Anak Nyai Ageng Pinatih Gresik,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3525021,RS Semen Gresik,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3525010,RS Umum Daerah Ibnu Sina Kab. Gresik,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3524031,RS Umum Muhammadiyah Lamongan,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3524020,RS Islam Nashrul Ummah,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3524016,RS Umum Daerah Dr. Soegiri Lamongan,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3523052,RS Muhammadiyah Tuban,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Utama
3523041,RS Medika Mulia Tuban,JAWA TIMUR,C,Organisasi Sosial,Tingkat Utama
3523015,RS Umum Daerah Dr. R. Koesma Tuban,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3522058,RS umum Daerah Padangan,JAWA TIMUR,D,Pemkab,Tingkat Utama
3522047,RS Umum Daerah Sumberrejo,JAWA TIMUR,D,Pemkab,Tingkat Paripurna
3522036,RS Umum Muhamadiyah Sumberejo,JAWA TIMUR,D,Organisasi Islam ,Tingkat Paripurna
3522025,RS Umum Aisyiyah Bojonegoro,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3522014,RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3521013,RS Umum Daerah Dr. Soeroto Ngawi,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3520012,RS Umum Daerah dr. Sayidiman Magetan,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3519023,RS Umum Daerah Caruban,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3519012,RS Paru Dungus,JAWA TIMUR,C,Pemprop,Lulus Perdana
3518022,RS Umum Daerah Kertosono,JAWA TIMUR,C,Pemkab,Tingkat Madya
3518011,RS Umum Daerah Nganjuk,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3517076,RS Umum Islam Jombang,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Paripurna
3517043,RS Ibu dan Anak Muslimat Jombang,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3517021,RS Kristen Mojowarno,JAWA TIMUR,C,Organisasi Protestan,Tingkat Paripurna
3517010,RS Umum Daerah Kab. Jombang,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3576076,RS Emma,JAWA TIMUR,D,Organisasi Sosial,Tingkat Madya
3516020,RS Umum Daerah Prof. Dr. Soekandar,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3516016,RS Umum Sumberglagah Mojokerto,JAWA TIMUR,C,Pemprop,Tingkat Paripurna
3515110, RS Umum Jasem,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3515106,RS Islam Siti Hajar Sidoarjo,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3515096,RS Umum Delta Surya,JAWA TIMUR,C,Perusahaan,Tingkat Paripurna
3515030,RS Umum  Pusdik Polri Porong ,JAWA TIMUR,C,POLRI,Lulus Perdana
3515026, RSU Siti Khodijah Muhammadiyah Cabang Sepanja,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3515015,RS Umum Daerah Sidoarjo,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3514036,RS Umum Daerah Bangil,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3514025,RS Islam Masyithoh Bangil,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3513024,RS Graha Sehat,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Madya
3513013,RS Umum Daerah Waluyo Jati Kraksaan,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3512034,RS Elizabeth,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3512012, RS Umum Daerah dr. Abdoer Rahem Kabupaten Situbon,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3511011,RS Umum dr. H.Koesnadi Bondowoso,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3510102,RS Nahdlatul Ulama Banyuwangi,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Utama
3510076,RS Yasmin,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3510054,RS Islam Fatimah,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3510043, RS Umum Daerah Genteng,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3510021,RS Umum Bhakti Husada,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3510010,RS Umum Daerah Blambangan,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3509134, RS Daerah Balung Jember,JAWA TIMUR,C,Pemkab,Tingkat Utama
3509123, RS Daerah Kalisat Jember,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3509101,RS Utama Husada Jember,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3509043,RS Paru Jember,JAWA TIMUR,B,Pemprop,Tingkat Paripurna
3509032, RS Tk.III Baladhika Husada Jember,JAWA TIMUR,C,TNI AD,Tingkat Paripurna
3509021,RS Perkebunan PTPN X (Persero) Jember,JAWA TIMUR,C,BUMN,Tingkat Paripurna
3509010,RS Umum Daerah Dr. Soebandi,JAWA TIMUR,B,Pemkab,Tingkat Utama
3508053,RS Wijaya Kusuma,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3508016,RS Daerah Dr. Haryoto Kabupaten Lumajang,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3579074,RS Baptis Batu,JAWA TIMUR,C,Organisasi Katholik,Tingkat Paripurna
3507052,RS Umum Daerah Kanjuruhan Kepanjen,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3579030,RS Umum Karsa Husada Kota Batu ,JAWA TIMUR,C,Pemprop,Tingkat Paripurna
3507026,RS Jiwa Dr. Radjiman Wediodiningrat Lawang,JAWA TIMUR,A,Kemkes ,Tingkat Paripurna
3507015, RS Bala Keselamatan Bokor,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3506036,RS Umum Amelia,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Madya
3506025,RS Toelongredjo,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3506014,RS Umum Daerah Kabupaten Kediri,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3505013,RS Umum Daerah Ngudi Waluyo Wlingi,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3504045,RS Umum Islam Orpeha,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3504012,RS Umum Daerah Dr. Iskak Tulungagung,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3503022,RS Umum Budi Asih Trenggalek,JAWA TIMUR,D,Organisasi Sosial,Tingkat Dasar
3503011,RS Umum Daerah dr. Soedomo Trenggalek,JAWA TIMUR,C,Pemkab,Tingkat Paripurna
3502134,RS Umum Muhammadiyah Ponorogo,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3502123,RS Umum Darmayu Ponorogo,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3502112,RS Umum Aisyiyah Ponorogo,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3502010,RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo,JAWA TIMUR,B,Pemkab,Tingkat Paripurna
3501016,RS Umum Daerah  dr. Darsono,JAWA TIMUR,C,Pemkab,Tingkat Utama
3471373,RS Happy Land Medical Centre,D I YOGYAKARTA,D,SWASTA/ LAINNYA,Tingkat Dasar
3471336,RS Bethesda Lempuyangwangi,D I YOGYAKARTA,D,Organisasi Sosial,Tingkat Paripurna
3471282,RS Ludira Husada Tama,D I YOGYAKARTA,D,Organisasi Sosial,Lulus Perdana
3471234,RS Umum Daerah Kota Yogyakarta,D I YOGYAKARTA,B,Pemkot,Tingkat Paripurna
3471096,RS  Mata Dr. Yap,D I YOGYAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3471074,RSPAU Dr.  Suhardi Harjolukito,D I YOGYAKARTA,B,TNI AU,Tingkat Paripurna
3471063,RS Bethesda Yogyakarta,D I YOGYAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3471052, RS Umum Panti Rapih,D I YOGYAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3471041,RS PKU Muhammadiyah Yogyakarta,D I YOGYAKARTA,B,Organisasi Islam ,Tingkat Paripurna
3471030,RS Tk. III 04.06.03 Dr. Soetarto,D I YOGYAKARTA,C,TNI AD,Tingkat Utama
3471026,RS Islam Hidayatullah Yogyakarta,D I YOGYAKARTA,D,Organisasi Islam ,Tingkat Dasar
3404015,RSUP Dr. Sardjito,D I YOGYAKARTA,A,Kemkes ,Tingkat Paripurna
3404157,RS Umum Sakina Idaman,D I YOGYAKARTA,C,Organisasi Sosial,Tingkat Paripurna
3404146,RS Islam Yayasan PDHI,D I YOGYAKARTA,C,Organisasi Sosial,Tingkat Paripurna
3404124,RS Umum Panti Nugroho,D I YOGYAKARTA,D,Organisasi Sosial,Tingkat Paripurna
3404102,RS Umum Panti Rini,D I YOGYAKARTA,D,Organisasi Katholik,Tingkat Paripurna
3404070,RSK Bedah An-Nur,D I YOGYAKARTA,C,Organisasi Sosial,Tingkat Paripurna
3404033,RS Umum Panti Baktiningsih,D I YOGYAKARTA,D,Organisasi Sosial,Tingkat Paripurna
3404022,RS Jiwa Grhasia,D I YOGYAKARTA,A,Pemprop,Tingkat Paripurna
3404011,RS Umum Daerah Sleman,D I YOGYAKARTA,B,Pemkab,Tingkat Paripurna
3403021,RS Umum Nur Rohmah,D I YOGYAKARTA,D,Organisasi Sosial,Tingkat Utama
3403010,RS Umum Daerah Wonosari,D I YOGYAKARTA,C,Pemkab,Tingkat Paripurna
3402053,RS Umum Nur Hidayah,D I YOGYAKARTA,D,Organisasi Sosial,Tingkat Paripurna
3402042,RS Ibu Anak Ummi Khasanah,D I YOGYAKARTA,C,Organisasi Sosial,Lulus Perdana
3402031,RSU PKU Muhammadiyah Bantul,D I YOGYAKARTA,C,Organisasi Islam ,Tingkat Paripurna
3402020,RS Umum Santa Elisabeth,D I YOGYAKARTA,D,Organisasi Katholik,Tingkat Paripurna
3402016,RS Umum Daerah Panembahan Senopati,D I YOGYAKARTA,B,Pemkab,Tingkat Paripurna
3401037,RS Umum Rizki Amalia Medika,D I YOGYAKARTA,D,Organisasi Sosial,Lulus Perdana
3401026,RS Umum St Yusup Boro,D I YOGYAKARTA,D,Organisasi Sosial,Tingkat Paripurna
3401015,RS Umum Daerah Wates,D I YOGYAKARTA,B,Pemkab,Tingkat Paripurna
3376093, RS Ibu dan Anak Kasih Ibu Tegal,JAWA TENGAH,C,Organisasi Sosial,Lulus Perdana
3376082,RS Umum Islam Harapan Anda,JAWA TENGAH,B,Organisasi Islam ,Tingkat Paripurna
3376034, RS Umum Tk.IV Tegal,JAWA TENGAH,D,TNI AD,Tingkat Utama
3376023,RS Umum  Mitra Siaga,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3376012, RS Umum Daerah Kardinah ,JAWA TENGAH,B,Pemkot,Tingkat Paripurna
3375071,RS Umum Karomah Holistic,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
3375033,RS Umum Siti Khodijah,JAWA TENGAH,C,Organisasi Islam ,Tingkat Paripurna
3375022,RS Umum Budi Rahayu,JAWA TENGAH,C,Organisasi Protestan,Tingkat Paripurna
3326011,RS Umum Daerah Kraton Kab. Pekalongan,JAWA TENGAH,B,Pemkab,Tingkat Paripurna
3374342, RS Umum Daerah K.R.M.T Wongsonegoro,JAWA TENGAH,B,Pemkot,Tingkat Paripurna
3374331,RS Umum Banyumanik,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Paripurna
3374316, RS Ibu dan Anak Gunung Sawo,JAWA TENGAH,C,Organisasi Sosial,Lulus Perdana
3374273, RS Ibu dan Anak Anugerah,JAWA TENGAH,C,SWASTA/ LAINNYA,Lulus Perdana
3374240,RS Panti Wilasa ,JAWA TENGAH,C,Organisasi Protestan,Tingkat Paripurna
3374203,RS Umum Bhayangkara Akpol Semarang ,JAWA TENGAH,D,POLRI,Lulus Perdana
3374145,RS Umum Hermina Pandanaran,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3374134,RS Umum Daerah Tugurejo Semarang,JAWA TENGAH,B,Pemprop,Tingkat Paripurna
3374123,RS Jiwa Daerah  Dr. Amino Gondohutomo,JAWA TENGAH,A,Pemprop,Tingkat Paripurna
3374112, RS Umum Panti Wilasa Citarum,JAWA TENGAH,C,Organisasi Protestan,Tingkat Paripurna
3374080, RS Umum Roemani Muhammadiyah,JAWA TENGAH,C,Organisasi Islam ,Tingkat Paripurna
3374076,RS Umum Sultan Agung Semarang,JAWA TENGAH,B,Organisasi Islam ,Tingkat Paripurna
3374065, RS Umum Tk.III Bhakti Wira Tamtama Smg,JAWA TENGAH,C,TNI AD,Tingkat Utama
3374043,RS Umum Telogorejo Semarang,JAWA TENGAH,B,Organisasi Sosial,Tingkat Paripurna
3374032,RS Umum William Booth,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3374021,RS Umum St. Elisabeth Semarang,JAWA TENGAH,B,Organisasi Katholik,Tingkat Paripurna
3374010,RS Umum Pusat Dr. Kariadi,JAWA TENGAH,A,Kemkes ,Tingkat Paripurna
3373090,RS Umum Puri Asih,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Utama
3373042,RS Paru Dr. Ario Wirawan,JAWA TENGAH,A,Kemkes ,Tingkat Paripurna
3373020,RS Umum Tk. IV 04.07.03 dr. Asmir,JAWA TENGAH,C,TNI AD,Tingkat Madya
3373016,RS Umum Daerah Salatiga,JAWA TENGAH,B,Pemkot,Tingkat Paripurna
3372234, RS Umum Daerah Kota Surakarta,JAWA TENGAH,C,Pemkot,Tingkat Utama
3372191,RS Umum Triharsi,JAWA TENGAH,D,Organisasi Sosial,Lulus Perdana
3372165, RS Umum Kasih Ibu,JAWA TENGAH,B,Organisasi Sosial,Tingkat Paripurna
3372132,RS Umum Islam Kustati,JAWA TENGAH,C,Organisasi Islam ,Tingkat Paripurna
3372096,RS Umum PKU Muhammadiyah Surakarta,JAWA TENGAH,B,Organisasi Islam ,Tingkat Paripurna
3372074, RS Umum Panti Waluyo,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3372063,RS Orthopedi Prof. Dr. R. Soeharso,JAWA TENGAH,A,Kemkes ,Tingkat Paripurna
3372052,RS Jiwa Daerah Surakarta,JAWA TENGAH,A,Pemprop,Tingkat Paripurna
3372041,RS Umum Brayat Minulya,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3372030, RS Umum Tk IV Slamet Riyadi Surakarta,JAWA TENGAH,C,TNI AD,Tingkat Utama
3372026,RS Umum Dr. Oen,JAWA TENGAH,B,Organisasi Sosial,Tingkat Paripurna
3372015,RS Umum Daerah Dr. Moewardi Surakarta,JAWA TENGAH,A,Pemprop,Tingkat Paripurna
3371142,RS Umum Islam Magelang,JAWA TENGAH,D,Organisasi Sosial,Tingkat Madya
3371131,RS Umum Harapan,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3371105, RS Ibu dan Anak Gladiool,JAWA TENGAH,C,Organisasi Sosial,Lulus Perdana
3371084, RS Umum Lestari Raharja,JAWA TENGAH,D,Organisasi Sosial,Lulus Perdana
3371040,RS Jiwa Prof. Dr. Soerojo,JAWA TENGAH,A,Kemkes ,Tingkat Paripurna
3371025, RS Umum Tk II Dr. Soedjono,JAWA TENGAH,B,TNI AD,Tingkat Paripurna
