d.kode_rs,d.nama_rs,d.nama_prop,d.jenis_rs,d.kelas,d.pemilik,(d.total_tt)
3309015,RS Umum Daerah Pandan Arang Boyolali,JAWA TENGAH,RSU,C,Pemkab,218
3308014,RS Umum Daerah Muntilan Kab. Magelang,JAWA TENGAH,RSU,C,Pemkab,161
3307050,RS Umum Islam Wonosobo,JAWA TENGAH,RSU,C,Organisasi Islam ,116
3307035, RS Ibu dan Anak Adina,JAWA TENGAH,RSIA,C,Organisasi Sosial,25
3307013,RS Umum Setjonegoro Wonosobo,JAWA TENGAH,RSU,C,Pemkab,163
3306104,RS Umum Palang Biru Kutoarjo,JAWA TENGAH,RSU,C,Organisasi Sosial,136
3305103,RS Umum PKU Muhammadiyah Sruweng,JAWA TENGAH,RSU,C,Organisasi Islam ,98
3305066, RS Umum PKU Muhamadiyah Gombong,JAWA TENGAH,RSU,C,Organisasi Islam ,195
3305011,RS Umum Daerah dr. Soedirman Kabupaten Kebumen,JAWA TENGAH,RSU,C,Pemkab,254
3304021, RS Umum Emmanuel,JAWA TENGAH,RSU,C,Organisasi Protestan,173
3304010,RS Umum Daerah Hj. Anna Lasmanah Banjarnegara,JAWA TENGAH,RSU,C,Pemkab,203
3303075, RS Umum Harapan Ibu,JAWA TENGAH,RSU,C,Organisasi Sosial,130
3303064,RS Umum Nirmala,JAWA TENGAH,RSU,C,Organisasi Sosial,91
3303016, RS Umum Daerah dr. R. Goeteng Taroenadibrata,JAWA TENGAH,RSU,C,Pemkab,266
3302224,RS Umum Siaga Medika Banyumas,JAWA TENGAH,RSU,C,Organisasi Sosial,213
3302213,RS Umum Wiradadi Husada,JAWA TENGAH,RSU,C,Organisasi Sosial,102
3302191, RS Umum Daerah Ajibarang,JAWA TENGAH,RSU,C,Pemkab,165
3302165, RS Umum Ananda Purwokerto,JAWA TENGAH,RSU,C,Organisasi Sosial,91
3302041,RS Umum Santa Elisabeth Purwokerto,JAWA TENGAH,RSU,C,Organisasi Katholik,90
3302030, RS Umum Tk III Wijayakusuma,JAWA TENGAH,RSU,C,TNI AD,203
3301105, RS Umum Aprilia,JAWA TENGAH,RSU,C,Organisasi Sosial,46
3301095, RS Bersalin Annisa,JAWA TENGAH,RSIA,C,Organisasi Islam ,25
3301084, RS Umum Daerah Majenang,JAWA TENGAH,RSU,C,Pemkab,135
3301073,RS Umum Islam Fatimah,JAWA TENGAH,RSU,C,Organisasi Islam ,180
3214041,RS Ibu dan Anak Bunda Fathia,JAWA BARAT,RSIA,C,Perusahaan,29
3215170,RS Primaya Karawang,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,0
3215169,RS Hermina Karawang,JAWA BARAT,RSU,C,Perusahaan,0
3215146,RS Khusus Paru Kabupaten Karawang,JAWA BARAT,RSK PARU,C,Pemkab,74
3218001,RS Umum Daerah Pandega Pangandaran,JAWA BARAT,RSU,C,Pemkab,92
3210038,RS Ibu dan Anak Livasya,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,0
3201259,RS Pena 98,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,31
3212059,RS Mitra Plumbon Indramayu,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,33
3216449,RS Ananda Babelan,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,119
3275065,Rumah Sakit Primaya Bekasi Utara,JAWA BARAT,RSU,C,Perusahaan,52
3201257,RS Ibu dan Anak Nuraida,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,20
3216448,RS Mitra Keluarga Pratama,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,0
3212058,RS Ibu dan Anak Irhamna Indramayu,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,31
3216446,RSIA Aisyah Qurrataain,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,54
3216445,RS OMNI Pekayon,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,99
3276155,RS Ibu dan Anak Brawijaya Bojongsari,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,34
3216444,RS Cenka,JAWA BARAT,RSU,C,Perorangan,38
3216443,RS Grha MM2100,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,109
3208061,RS Jantung Hasna Medika Kuningan,JAWA BARAT,RSK JANTUNG,C,Perusahaan,47
3273546,RS Ibu dan Anak Al Islam ,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,18
3276154,RS Ibu dan Anak Bunda Aliyah,JAWA BARAT,RSIA,C,Perusahaan,54
3201252,RS Harapan Sehati,JAWA BARAT,RSU,C,Perusahaan,36
3217008,RS Ibu dan Anak Kartini,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,27
3213049,Rumah Sakit Bersalin Grha Mutiara,JAWA BARAT,RSIA,C,Perusahaan,31
3207057,RSU Dadi Keluarga Ciamis,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,77
3216441,RS Umum Permata Keluarga Jababeka,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,95
3275062,RS Siloam Bekasi Timur,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,47
3201251,RS Umum Siloam Hospitals Bogor,JAWA BARAT,RSU,C,Perusahaan,46
3201250,RS Ibu dan Anak Permata Pertiwi,JAWA BARAT,RSIA,C,Perusahaan,43
3276153,RSU Citra Arafiq,JAWA BARAT,RSU,C,Perusahaan,135
3204130,RS Mata Bandung Eye Center,JAWA BARAT,RSK Mata,C,SWASTA/ LAINNYA,25
3210037,RS Ibu dan Anak Mitra Plumbon Majalengka,JAWA BARAT,RSIA,C,Perusahaan,34
3204129,RS Ibu dan Anak Grha Bunda,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,43
3206084,RS Ibu dan Anak Respati,JAWA BARAT,RSIA,C,Perusahaan,39
3275060,RS Umum Satria Medika,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,71
3273543,RS Umum Melinda 2,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,35
3278021,RS Ibu dan Anak Bunda Aisyah,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,27
3216432,RS Ibu dan Anak Sayang Bunda,JAWA BARAT,RSIA,C,Perorangan,22
3205026,RS Umum Intan Husada,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,61
3217005,RS Umum Karisma,JAWA BARAT,RSU,C,Perusahaan,68
3203038,RS Umum Dr. Hafiz ,JAWA BARAT,RSU,C,Perorangan,147
3201233,RS Umum Rumah Sehat Terpadu Dompet Dhuafa,JAWA BARAT,RSU,C,Organisasi Sosial,83
3274137,RS Ibu dan Anak Cahaya Bunda,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,34
3204133,RS Unggul Karsa Medika,JAWA BARAT,RSU,C,Perusahaan,64
3273541,RS Ibu dan Anak Harapan Bunda Bandung,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,44
3216427,RS Dokter Adam Talib Cikunir,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,50
3201246,RS Ibu dan Anak Bunda Suryatni,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,26
3271164,RS Umum Mulia Pajajaran,JAWA BARAT,RSU,C,Perusahaan,91
3201245,RS Umum Karya Bhakti Pratiwi,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,103
3202086,RS Umum Kartika Cibadak,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,54
3271163,RS Umum Vania,JAWA BARAT,RSU,C,Perusahaan,75
3201244,RS Umum Permata Jonggol,JAWA BARAT,RSU,C,Perusahaan,76
3276152,RS Umum Citra Medika Depok,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,77
3201243,RS Ibu dan Anak Sawojajar,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,20
3276151,RS Umum Permata Depok,JAWA BARAT,RSU,C,Perusahaan,97
3216424,RS Ibu dan Anak Gizar,JAWA BARAT,RSIA,C,Perusahaan,17
3216423,RS Umum Kartika Husada,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,67
3201242,RS Ibu dan Anak Kenari Graha Medika,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,48
3276150,RS Jantung Diagram,JAWA BARAT,RSK JANTUNG,C,Perusahaan,27
3215163,RS Ibu dan Anak Sentul,JAWA BARAT,RSIA,C,Perusahaan,50
3215162,RS Umum Helsa,JAWA BARAT,RSU,C,Perusahaan,54
3216420,RS Umum Medirossa 2,JAWA BARAT,RSU,C,Perusahaan,81
3216417,RS Umum Tiara,JAWA BARAT,RSU,C,Perusahaan,69
3216416,RS Umum Permata Keluarga Lippo Cikarang,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,87
3216415,RS Umum Ridhoka Salma,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,75
3216414,RS Umum Amanda,JAWA BARAT,RSU,C,Perusahaan,44
3216413,RS Umum Kartika Husada Setu,JAWA BARAT,RSU,C,Perusahaan,65
3216409,RS Umum Cikarang Medika,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,69
3213045,RS Umum Pamanukan Medical Center (PMC),JAWA BARAT,RSU,C,Perusahaan,74
3216408,RS Umum Harapan Mulia,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,52
3216407,RS Ibu dan Anak Cahaya Medika,JAWA BARAT,RSIA,C,Perusahaan,29
3216406,RS Umum Metro Hospitals,JAWA BARAT,RSU,C,Perusahaan,59
3276149,RS Ibu dan Anak Setya Bhakti,JAWA BARAT,RSIA,C,Perusahaan,22
3201241,RS Umum Ummi,JAWA BARAT,RSU,C,Perusahaan,110
3201240,RS Umum Juliana,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,58
3277021,RS Umum Kasih Bunda,JAWA BARAT,RSU,C,Perusahaan,84
3275053,RS Umum Taman Harapan Baru,JAWA BARAT,RSU,C,Perusahaan,64
3209053,RS Ibu dan Anak Khalishah,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,80
3216388,RS Umum Cibitung Medika,JAWA BARAT,RSU,C,Perusahaan,175
3277019,RS Umum Avisena,JAWA BARAT,RSU,C,Perusahaan,94
3201239,RS Ibu dan Anak Assalam,JAWA BARAT,RSIA,C,Perusahaan,52
3214038,RS Umum Bhakti Husada II Purwakarta,JAWA BARAT,RSU,C,Perusahaan,70
3275403,RS Ibu dan Anak Rinova Intan,JAWA BARAT,RSIA,C,Perusahaan,24
3201238,RS Umum Hermina Mekarsari,JAWA BARAT,RSU,C,Perusahaan,90
3201236,RS Umum Medika Dramaga,JAWA BARAT,RSU,C,Perusahaan,92
3276041,RS Umum Grha Permata Ibu,JAWA BARAT,RSU,C,Perusahaan,104
3216402,RS Umum Anna Medika,JAWA BARAT,RSU,C,Perusahaan,106
3209052,RS Umum Universitas Muhammadiyah Cirebon,JAWA BARAT,RSU,C,Organisasi Islam ,107
3274135,RS Umum Sumber Hurip,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,86
3216400,RS Uni Medika Setu Bekasi,JAWA BARAT,RSU,C,Perusahaan,30
3201235,RS Umum dr. Sismadi,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,41
3216399,RS Mitra Medika Narom,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,51
3214036,RS Ibu dan Anak Dian,JAWA BARAT,RSIA,C,Perusahaan,23
3204123,RS Ibu dan Anak Humana Prima,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,77
3216397,RS Umum Asri Medika,JAWA BARAT,RSU,C,Perusahaan,23
3214035,RS Umum Amira,JAWA BARAT,RSU,C,Perusahaan,109
3216396,RSIA Taman Harapan Baru,JAWA BARAT,RSIA,C,Perusahaan,40
3214034,RS Umum Rama Hadi,JAWA BARAT,RSU,C,Perusahaan,90
3214033,RS Umum Asri Purwakarta,JAWA BARAT,RSU,C,Perusahaan,100
3201232,RS Umum Daerah Cileungsi,JAWA BARAT,RSU,C,Pemkab,131
3272025,RS Umum Bhayangkara Setukpa Lemdikpol,JAWA BARAT,RSU,C,POLRI,114
3215160,RS Umum Puri Asih,JAWA BARAT,RSU,C,Perusahaan,87
3216389,RS Umum Hermina Galaxy,JAWA BARAT,RSU,C,Perusahaan,86
3201231,RS Sentosa,JAWA BARAT,RSU,C,Perusahaan,70
3215158,RS Umum Fikri Medika,JAWA BARAT,RSU,C,Perusahaan,169
3276147,RS Ibu dan Anak Asyifa Depok,JAWA BARAT,RSIA,C,Perusahaan,25
3275390,RS Ibu dan Anak Selasih Medika,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,29
3206083,RS Ibu dan Anak dr. Hj. Karmini EH,JAWA BARAT,RSIA,C,Organisasi Sosial,28
3274134,RS Umum Medimas,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,46
3208059,RS Umum Daerah Linggajati Kuningan,JAWA BARAT,RSU,C,Pemkab,96
3278017,RS Ibu dan Anak Widaningsih,JAWA BARAT,RSIA,C,Perusahaan,20
3278016,RS Ibu dan Anak Sayang Bunda,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,25
3273540,RS Khusus Gigi dan Mulut Kota Bandung,JAWA BARAT,RSK GM,C,Pemkot,4
3216387,RS Umum Dokter Adam Talib,JAWA BARAT,RSU,C,Perusahaan,0
3278015,RS Bersalin Ummi,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,20
3271162,RSIA Pasutri,JAWA BARAT,RSIA,C,Perusahaan,27
3216386,RS Amanda Cikarang Selatan,JAWA BARAT,RSU,C,Perusahaan,84
3216385,RS Umum Harapan Keluarga Jababeka,JAWA BARAT,RSU,C,Perusahaan,92
3273145,RS Umum Hermina Arcamanik,JAWA BARAT,RSU,C,Perusahaan,104
3201094,RS Umum Annisa,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,70
3201229,RS Umum Citama,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,100
3208058,RS Umum Kuningan Medical Center,JAWA BARAT,RSU,C,Perusahaan,169
3216374,RS Umum Multazam Medika,JAWA BARAT,RSU,C,Perusahaan,52
3278014,RS Umum Tasik Medika Citratama (TMC),JAWA BARAT,RSU,C,Perusahaan,159
3276039,RS Umum Bhayangkara Brimob,JAWA BARAT,RSU,C,POLRI,86
3217121,RS Umum Cahya Kawaluyan,JAWA BARAT,RSU,C,Organisasi Katholik,122
3275373,RS Umum Mitra Keluarga Cibubur,JAWA BARAT,RSU,C,Perusahaan,96
3276028,RS Umum Mitra Keluarga Depok,JAWA BARAT,RSU,C,Perusahaan,131
3202084,RS Umum Bhakti Medicare,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,80
3206023,RS Umum Daerah Singaparna Medika Citrautama,JAWA BARAT,RSU,C,Pemkab,174
3277018,RS Umum Mitra Anugrah Lestari,JAWA BARAT,RSU,C,Organisasi Sosial,90
3275052,RS Umum Juwita,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,42
3275039,RS Umum Masmitra,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,77
3275017,RS Karunia Kasih,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,76
3271161,RS Umum Melania,JAWA BARAT,RSU,C,Perusahaan,58
3201150,RS Umum Family Medical Center,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,91
3216362,RS Umum Karya Medika II,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,85
3216351,RS Umum Kartika Husada,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,59
3216340,RS Umum Medirossa Cikarang,JAWA BARAT,RSU,C,Organisasi Sosial,104
3275141,RS Umum Permata Bekasi,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,93
3275035,RS Umum Sentosa,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,45
3215156,RS Umum Lira Medika,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,154
3215045,RS Umum Dewi Sri,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,165
3212042,RS Umum Bhayangkara Indramayu,JAWA BARAT,RSU,C,POLRI,63
3208046,RS Umum Juanda,JAWA BARAT,RSU,C,Perusahaan,117
3202073, RS Umum Betha Medika ,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,143
3276146, RS Umum Hasanah Graha Afiah,JAWA BARAT,RSU,C,Perusahaan,81
3276135,RS Umum Simpangan Depok,JAWA BARAT,RSU,C,Perusahaan,60
3276124, RS Umum Daerah Kota Depok,JAWA BARAT,RSU,C,Pemkot,131
3274090,RS Umum Sumber Kasih,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,111
3274064, RS Umum Putera Bahagia,JAWA BARAT,RSU,C,Perusahaan,98
3274053,RS Umum Pelabuhan Cirebon,JAWA BARAT,RSU,C,BUMN,104
3274031,RS Ibu dan Anak Panti Abdi Dharma,JAWA BARAT,RSIA,C,Organisasi Katholik,61
3273528, RS Ibu dan Anak Melinda ,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,27
3273517,RS Umum AMC ,JAWA BARAT,RSU,C,Perusahaan,196
3273453, RS Khusus Ginjal NY R.A. Habibie,JAWA BARAT,RSK GINJAL,C,Organisasi Sosial,30
3273431, RS Khusus Bedah Halmahera Siaga,JAWA BARAT,RSK BEDAH,C,Organisasi Sosial,32
3273260,RS Ibu dan Anak Kota Bandung,JAWA BARAT,RSIA,C,Pemkot,118
3273121, RS Umum Rajawali,JAWA BARAT,RSU,C,Organisasi Sosial,111
3273106, RS Umum Muhammadiyah,JAWA BARAT,RSU,C,Organisasi Islam ,154
3273096,RS Umum Pindad,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,63
3273063,RS Umum Santo Yusup,JAWA BARAT,RSU,C,Organisasi Katholik,164
3204041,RS Umum Kebonjati,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,132
3272051,RS Umum Assyifa Sukabumi,JAWA BARAT,RSU,C,Organisasi Sosial,144
3271139,RS Umum Trimitra,JAWA BARAT,RSU,C,Perusahaan,75
3271126,BMC Mayapada Hospital,JAWA BARAT,RSU,C,Perusahaan,91
3271072,RS Umum Azra,JAWA BARAT,RSU,C,Perusahaan,97
3271035,RS Umum Dr Muhamad Hassan Toto,JAWA BARAT,RSU,C,TNI AU,123
3271024,RS Umum Salak,JAWA BARAT,RSU,C,TNI AD,170
3275307,RS Siloam Bekasi Sepanjang Jaya,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,65
3216285,RS Umum St Elisabeth,JAWA BARAT,RSU,C,Organisasi Sosial,90
3275274,RS Umum Jati Sampurna,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,55
3275263,RS Umum Citra Harapan,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,90
3275229,RS Umum Anna,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,128
3275207,RS Umum Graha Juanda,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,64
3275196,RS Umum Bella,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,86
3216185,RS Umum Hosana Medica,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,126
1171015,RS Umum Daerah  Dr. Zainoel Abidin,ACEH,RSU,A,Pemprop,624
3275130,RS Umum Bhakti Kartini,JAWA BARAT,RSU,C,Organisasi Sosial,97
3216126,RS Umum Annisa,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,131
3216104,RS Umum Karya Medika,JAWA BARAT,RSU,C,Organisasi Sosial,104
3216072,RS Umum Bhakti Husada,JAWA BARAT,RSU,C,Organisasi Sosial,68
3275061,RS Helsa,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,53
3275050,RS Umum Budi Lestari,JAWA BARAT,RSU,C,Perusahaan,66
3275024, RS Umum Mekar Sari  Bekasi,JAWA BARAT,RSU,C,Organisasi Sosial,91
3215145,RS Umum Mandaya,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,122
3215134,RS Umum Izza,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,89
3215123, RS Umum Citra Sari Husada,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,145
3215112, RS Ibu dan Anak Dr. Djoko Pramono,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,32
3215089,RS Umum Saraswati,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,59
3215078,RS Umum Islam Karawang,JAWA BARAT,RSU,C,Organisasi Sosial,109
3215067,RS Umum Proklamasi,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,99
3215056,RS Umum Karya Husada,JAWA BARAT,RSU,C,Perusahaan,118
3215023, RS Umum Bayukarta,JAWA BARAT,RSU,C,Organisasi Protestan,151
3212031, RS Umum Daerah M.A. Sentot Patrol,JAWA BARAT,RSU,C,Pemkab,132
3211026,RS Umum Pakuwon,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,109
3210036,RS Bedah Budi Kasih,JAWA BARAT,RSK BEDAH,C,Organisasi Sosial,16
3210025, RS Umum Daerah Cideres,JAWA BARAT,RSU,C,Pemkab,240
3210014,RS Umum Daerah Majalengka,JAWA BARAT,RSU,C,Pemkab,209
3209025,RS Pertamina Cirebon,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,82
3208035,RS Umum Sekar Kamulyan,JAWA BARAT,RSU,C,Organisasi Sosial,107
3208024,RS Umum Wijaya Kusumah,JAWA BARAT,RSU,C,Organisasi Sosial,121
3207012,RS Umum Daerah Kab. Ciamis,JAWA BARAT,RSU,C,Pemkab,319
3278081,RS Umum Prasetya Bunda,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,52
3206070,RS Umum Jasa Kartini,JAWA BARAT,RSU,C,Perusahaan,181
3205021, RS Umum Tk IV Guntur,JAWA BARAT,RSU,C,TNI AD,127
3204101,RS Umum Daerah Cicalengka,JAWA BARAT,RSU,C,Pemkab,71
3204090, RS Umum Daerah Soreang,JAWA BARAT,RSU,C,Pemkab,201
3204075,RS Umum Mitra Kasih,JAWA BARAT,RSU,C,Organisasi Sosial,148
3203037, RS Umum Daerah Cimacan,JAWA BARAT,RSU,C,Pemkab,105
3202062,RS Umum Hermina Sukabumi,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,110
3202051, RS Umum Daerah Jampang Kulon,JAWA BARAT,RSU,C,Pemprop,146
3202040,RS Umum Daerah Palabuhanratu,JAWA BARAT,RSU,C,Pemkab,186
3201218,RS Umum Islam Bogor,JAWA BARAT,RSU,C,Organisasi Sosial,115
3201207, RS Umum MH. Thamrin,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,122
3201196,RS Umum Bunda Margonda,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,52
3201152,RS Umum Mary Cileungsi Hijau,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,124
3201141,RS Ibu dan Anak Tumbuh Kembang,JAWA BARAT,RSIA,C,Organisasi Sosial,66
3201130, RS Ibu dan Anak Citra Insani,JAWA BARAT,RSIA,C,SWASTA/ LAINNYA,62
3201115,RS Umum Bina Husada,JAWA BARAT,RSU,C,SWASTA/ LAINNYA,72
3201061,RS Umum Tugu Ibu,JAWA BARAT,RSU,C,Organisasi Sosial,112
3201035,RS Umum Bhakti Yudha,JAWA BARAT,RSU,C,Organisasi Sosial,102
3172772,RS Ibu dan Anak Asta Nugraha,DKI JAKARTA,RSIA,C,SWASTA/ LAINNYA,0
3174530,RS Khusus Ibu dan Anak Aries,DKI JAKARTA,RSIA,C,SWASTA/ LAINNYA,9
3172770,RS Ibu dan Anak Alvernia Agusta,DKI JAKARTA,RSIA,C,Organisasi Sosial,17
3172769,RS Umum  Dr. EUIS,DKI JAKARTA,RSU,C,Perusahaan,62
3174529,RS Umum Cendana,DKI JAKARTA,RSU,C,Perusahaan,45
3171802,RS Khusus Bedah Halimun,DKI JAKARTA,RSK BEDAH,C,Perusahaan,18
3175417,RS Mata Primasana,DKI JAKARTA,RSK Mata,C,Perorangan,28
3172767,RS Khusus Mata SMEC Jakarta,DKI JAKARTA,RSK Mata,C,Perusahaan,6
3172766,RS Umum Olahraga Nasional,DKI JAKARTA,RSU,C,Kementerian Lain,15
3173704,RS Khusus Bedah Salemba Satu,DKI JAKARTA,RSK BEDAH,C,SWASTA/ LAINNYA,19
3171796,RS Umum Petukangan,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,18
3174519,RS Umum Mitra Keluarga Kalideres,DKI JAKARTA,RSU,C,Perusahaan,76
3175414,RS Umum Daerah Cilincing,DKI JAKARTA,RSU,C,Pemprop,54
3171791,RS Umum Daerah Pesanggrahan,DKI JAKARTA,RSU,C,Pemprop,29
3175412,RS Umum Daerah Tugu Koja,DKI JAKARTA,RSU,C,Pemprop,69
3171790,RS Umum Daerah Kecamatan Tebet,DKI JAKARTA,RSU,C,Pemprop,24
3175411,RS Umum Duta Indah,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,87
3175410,RS Umum Pekerja,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,68
3172759,RSU Restu Kasih,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,60
3172757,RS Umum Adhyaksa,DKI JAKARTA,RSU,C,Kementerian Lain,72
3175409,RS Ibu dan Anak Grand Family,DKI JAKARTA,RSIA,C,Perusahaan,51
3172756,RS Ibu dan Anak SamMarie Basra,DKI JAKARTA,RSIA,C,Perusahaan,17
3174516,RS Ibu dan Anak Ibnu Sina,DKI JAKARTA,RSIA,C,Perorangan,23
3173696,RS Umum Bunda Jakarta,DKI JAKARTA,RSU,C,Perusahaan,34
3172753,RS Umum Antam Medika,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,90
3171785,RS Umum Bhayangkara Sespimma Polri,DKI JAKARTA,RSU,C,POLRI,33
3172752,RS Jantung Bina Waluya,DKI JAKARTA,RSK JANTUNG,C,Perusahaan,15
3172750,RS Ibu dan Anak Resti Mulya,DKI JAKARTA,RSIA,C,Perusahaan,44
3171784,RS Umum Yadika,DKI JAKARTA,RSU,C,Perusahaan,43
3175408,RS Umum Firdaus,DKI JAKARTA,RSU,C,Perusahaan,122
3171782,RS Umum Andhika,DKI JAKARTA,RSU,C,Organisasi Sosial,72
3174509,RS Ibu dan Anak St. Yusuf,DKI JAKARTA,RSIA,C,Organisasi Katholik,18
3171083,RS Ibu dan Anak�Avisena,DKI JAKARTA,RSIA,C,Perusahaan,20
3175075,RS Umum Mulyasari,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,73
3172137,RS Ibu dan Anak Sayyidah,DKI JAKARTA,RSIA,C,SWASTA/ LAINNYA,30
3175396,RS Umum Port Medical Center,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,41
3175374,RS Umum Puri Medika,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,87
3175363,RS Ibu dan Anak Family,DKI JAKARTA,RSIA,C,SWASTA/ LAINNYA,49
3175326,RS Umum Islam Jakarta Utara,DKI JAKARTA,RSU,C,Organisasi Sosial,137
3175315,RS Umum  Satya Negara,DKI JAKARTA,RSU,C,Organisasi Sosial,92
3175304,RS Umum Hermina Podomoro,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,43
3175181,RS Umum Sukmul,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,73
3175042,RS Umum  Pelabuhan Tg.Priok,DKI JAKARTA,RSU,C,BUMN,131
3174497,RS Umum Bina Sehat Mandiri,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,22
3174453,RS Umum Cinta Kasih Tzu Chi,DKI JAKARTA,RSU,C,Organisasi Sosial,82
3174416,RS Umum Patria IKKT,DKI JAKARTA,RSU,C,Organisasi Sosial,68
3174030,RS Umum Bhakti Mulia,DKI JAKARTA,RSU,C,Organisasi Sosial,96
3173695,RS Ibu dan Anak Tambak,DKI JAKARTA,RSIA,C,SWASTA/ LAINNYA,30
3173645,RS Umum Menteng Mitra Afia,DKI JAKARTA,RSU,C,SWASTA/ LAINNYA,22
